,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4294,1,0,0,0,-0.8295205827584317,1,1,0.677624566148813,-0.5758688274652023,-1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
3829,0,1,1,0,0.43281069256250915,1,1,1.2044142152014738,0.9294696607864823,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
4445,1,0,0,0,1.247217966963116,1,1,1.1047063951915064,1.7374960295737867,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
6067,0,0,0,0,-1.0331224013585834,0,1,-0.9791870430168121,-0.8912333442304994,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5349,0,0,1,1,1.4915401492832983,1,1,1.6481140142458286,2.3765479488461043,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1943,0,0,0,0,-1.2774445836787656,1,1,-0.4972659129686364,-0.9861628102501547,-1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
878,1,0,0,0,1.125056875803025,1,1,-0.00038860991896550476,0.7754190063945858,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
2803,1,0,0,0,0.43281069256250915,1,1,-1.4993295040688086,-0.6640870010034681,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2059,0,0,1,1,0.18848851024232702,1,1,0.9368648981747281,0.4997924056375166,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5535,1,0,1,1,0.9214550572028734,1,1,0.6759627691486464,1.0484847192311249,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
6433,1,0,1,1,1.0436161483629645,1,1,-1.4710789550659844,-0.48210942230578907,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
4800,0,1,0,0,-1.2774445836787656,1,1,0.9717626351782166,-0.9666470781661141,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
167,0,0,1,0,1.6137012404433893,1,1,0.8072447321617703,1.7533911959770778,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
6097,0,0,1,1,1.6137012404433893,1,1,0.5396954151350245,1.5306601767509607,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
6445,0,0,0,0,-1.1552834925186746,1,1,0.8604222361670865,-0.8456892771610693,-1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4633,1,0,1,1,1.6137012404433893,1,1,-1.3530913680541898,-0.2535060221584561,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
4319,0,0,0,0,1.3286586944031769,1,1,1.503537675231376,2.1437941441379116,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
2076,1,0,0,0,-0.748079855318371,1,1,-0.18817167093773737,-0.6669128083640532,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
4836,1,0,0,0,-0.30015585439803716,1,1,0.4516201741262198,-0.19665872564668566,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
2304,0,0,1,0,1.4100994218432374,1,1,1.2010906212011416,1.9647527559008409,-1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3492,1,0,0,0,-1.1960038562387048,0,1,-1.181926277037079,-0.9646601823657026,-1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5987,1,0,1,1,-1.2774445836787656,1,1,-1.4760643460664828,-0.9991659394328473,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
610,0,0,1,1,-0.9516816739185228,0,1,-1.156999322034587,-0.8982316327719484,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5246,1,0,0,0,-1.2367242199587352,1,1,0.4981504901308714,-0.9355190439596689,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6996,1,0,1,1,0.35136996512244845,1,1,0.05777428508684881,0.19661418311474257,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
5669,0,1,1,0,0.43281069256250915,1,1,1.1894580421999785,0.8922043262187666,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
4435,0,0,1,0,-0.62591876415828,1,1,0.5230774451333633,-0.41786645809248735,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1881,0,0,0,0,-0.2594354906780068,0,1,-0.6684310039857471,-0.49749682644897514,-1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2325,1,0,1,1,-1.1552834925186746,1,1,-1.4893587220678117,-0.9715480878071288,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5616,1,0,1,1,0.22920887396235737,1,1,-0.3410569949530208,-0.0915077845649138,-1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2944,0,0,0,0,-0.8295205827584317,0,1,-0.4590445819648154,-0.7406928724193296,-1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
6793,0,0,1,1,1.6137012404433893,1,1,1.4503601712260603,2.421341410835379,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
3112,0,0,1,0,1.6137012404433893,1,1,1.1894580421999785,2.2261178601349574,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
5283,1,0,0,1,-0.5444780367182193,1,1,-0.5305018529719588,-0.5870837504275243,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
570,1,0,1,1,1.125056875803025,1,1,-1.5126238800701375,-0.5210305033738478,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1021,0,0,1,0,-0.1779947632379461,1,1,-0.34604238595351905,-0.37832723166430066,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
3499,1,0,0,0,-1.2774445836787656,1,1,-1.4577845790646555,-0.9989230966127969,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
5374,1,0,0,0,-0.9109613101984924,1,1,0.3319707901142591,-0.6550797400416031,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3295,1,0,1,1,1.6137012404433893,1,1,0.5131066631323666,1.5148533168276879,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
2625,0,0,0,0,0.9621754209229036,1,1,0.719169491152966,1.165247962435301,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2614,1,0,1,1,1.4100994218432374,1,1,0.9833952141793793,1.7918045147850314,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
1694,1,0,0,0,-1.2774445836787656,0,1,-0.9991286070188055,-0.9928299494915354,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6210,1,0,0,1,-0.30015585439803716,1,1,-0.3327480099521901,-0.44901656891893715,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
5586,1,0,0,0,-0.21871512695797646,1,1,-1.51594747407047,-0.786788854988874,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2669,1,0,0,0,-0.5444780367182193,1,1,1.0099839661820376,-0.2181392769111333,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3401,1,0,0,0,0.9621754209229036,1,1,-1.502653098069141,-0.5310532888559231,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2869,1,0,0,0,-1.0738427650786138,1,1,0.8753784091685812,-0.8071214220130838,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
4662,0,0,0,1,-0.4223169455581282,1,1,-1.4827115340671475,-0.8171883607351682,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2192,0,1,1,0,0.9621754209229036,1,1,0.6942425361504742,1.1219998638463464,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1181,0,1,0,0,-0.46303730927815856,1,1,-0.15659752793458118,-0.46235084740169796,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
7017,1,0,0,0,0.758573602322752,1,1,-1.4660935640654862,-0.55745692638139,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
6334,1,0,0,1,1.4100994218432374,1,1,1.304122035211441,2.0998175170888067,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
3784,0,1,0,0,0.10704778280226633,1,1,1.217708591202803,0.5355786066649263,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
776,1,0,1,1,-1.1960038562387048,0,1,-0.8130073430001998,-0.9673093767662512,-1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
5908,0,0,0,0,-1.2774445836787656,1,1,-1.481049737066981,-0.999232169292861,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3352,1,0,0,0,-1.2774445836787656,1,1,0.6875953481498096,-0.9704221801868957,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
800,1,1,1,0,1.5322605130033284,1,1,0.36188313611724954,1.3811573060800055,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
3184,1,0,1,0,1.5729808767233588,1,1,0.6161380771426661,1.594461608564171,-1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
6627,1,0,1,0,1.0843365120829946,1,1,-1.4760643460664828,-0.4487295728588777,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2161,1,0,0,0,-1.2367242199587352,1,1,0.36686852711774764,-0.9371747904600117,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5316,0,0,1,1,0.6771328748826912,1,1,0.9601300561770538,0.987641554498527,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2668,0,0,0,1,-1.2774445836787656,1,1,-1.4960059100684764,-0.9994308588729021,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4757,0,0,0,0,-1.2774445836787656,1,1,-0.1549357309344149,-0.9816150265292133,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
6371,1,0,0,0,-0.3408762181180675,1,1,-1.3165318340505352,-0.763983706524152,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5409,1,1,0,0,-0.2594354906780068,1,1,0.8105683261621028,-0.00249485270648345,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3927,0,0,1,0,-1.1960038562387048,1,1,-1.4694171580658184,-0.9855667415100314,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
6475,1,0,0,1,-0.5444780367182193,1,1,0.37019212111808014,-0.40077915420894944,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
315,0,0,1,1,0.758573602322752,1,1,1.505199472231542,1.5025787161051463,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
638,0,1,1,1,0.9621754209229036,1,1,1.3224018022132684,1.5503745984150425,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1150,1,0,0,0,0.35136996512244845,0,1,-0.8113455460000336,-0.2673259862813176,-1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1479,1,0,0,0,0.47353105628253944,0,1,-0.5221928679711283,-0.00808023756763996,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2980,1,0,0,0,1.6137012404433893,1,1,-1.3065610520495383,-0.1840529756240756,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3472,1,1,0,0,0.9621754209229036,1,1,1.329048990213933,1.5709941614993121,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1831,1,1,1,0,-0.4223169455581282,1,1,-0.04027173792295256,-0.39804165332838265,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
3421,1,0,1,0,1.6137012404433893,1,1,1.071470455188184,2.1285833529547626,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
2565,1,0,1,1,-0.7888002190384014,1,1,-1.3215172250510334,-0.8613416007443102,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
6304,1,0,0,0,-0.9516816739185228,1,1,0.4283550161238945,-0.6928307602494196,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
5857,1,0,1,1,-0.62591876415828,1,1,0.7806559801591124,-0.3632268235811741,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3945,1,0,0,0,-1.1960038562387048,0,1,-1.0140847800203006,-0.9466235838219682,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
2722,0,0,1,1,-0.015113308357824713,1,1,-1.5225946620711341,-0.7370723067385799,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5446,0,0,0,0,-1.2774445836787656,1,1,-1.4993295040688086,-0.9994750121129111,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1691,0,0,1,1,1.125056875803025,1,1,-1.4993295040688086,-0.4952008579684997,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
548,0,1,1,0,0.7178532386027215,1,1,1.2343265612044643,1.3167377289066675,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
5360,0,0,1,1,-1.1145631287986442,1,1,0.6560212051466532,-0.8078057972332255,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2909,1,0,0,0,0.43281069256250915,1,1,-0.3094828519498643,0.07106444514874719,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
4471,0,1,1,0,0.35136996512244845,1,1,0.6310942501441613,0.43722726454456234,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3972,0,0,0,0,0.5142514200025698,1,1,-0.4607063789649817,0.00673317445542728,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3745,0,0,0,0,-1.0331224013585834,1,1,0.9800716201790471,-0.7127659481135472,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
2206,0,1,1,0,1.002895784642934,1,1,1.0133075601823696,1.3880672881414367,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1432,0,0,0,0,0.10704778280226633,1,1,-1.462769970065154,-0.6814613009470655,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1707,1,1,0,0,-1.1960038562387048,1,1,0.3020584441112687,-0.9214341603967525,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3834,1,0,1,1,1.002895784642934,1,1,0.1774236690988095,0.7196976175030486,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
637,1,0,1,0,1.4508197855632678,1,1,0.20401242110146783,1.160369029414291,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
3963,1,0,0,0,1.4508197855632678,1,1,-1.5009913010689746,-0.3716159391829111,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6318,0,0,0,1,-0.8295205827584317,1,1,-1.4527991880641573,-0.9040377838331506,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
717,0,0,0,0,-0.015113308357824713,1,1,0.6942425361504742,0.16822364978886437,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2839,1,0,1,1,0.35136996512244845,1,1,-1.5109620830699715,-0.6671114979440943,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2028,1,0,0,0,-0.7073594915983407,1,1,-1.5009913010689746,-0.8617389799043925,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
241,0,0,0,0,1.6137012404433893,1,1,1.476948923228718,2.4703735838655314,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
6599,1,0,1,0,-0.7888002190384014,1,1,0.9750862291785486,-0.47142433822357677,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1958,0,0,0,0,-0.3408762181180675,1,1,0.6676537841478158,-0.10353954246740502,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6102,1,0,1,0,1.2879383306831464,1,1,0.6726391751483144,1.4133891712866793,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1590,1,0,1,1,1.247217966963116,1,1,-1.5093002860698053,-0.4501203999191657,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1830,0,0,0,1,-0.015113308357824713,1,1,-1.4710789550659844,-0.7004913473910057,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5752,0,0,1,1,1.4915401492832983,1,1,-1.288281285047711,-0.21491609039046594,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
3157,0,0,0,0,-0.9516816739185228,1,1,-0.6584602219847502,-0.8178506593353053,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1072,0,0,0,0,-0.4223169455581282,0,1,-0.2662761299455452,-0.4320175715154175,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
6095,0,0,0,0,-1.1552834925186746,1,1,-1.4993295040688086,-0.978325610148532,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1425,0,0,1,0,-0.8295205827584317,1,1,0.31202922611226586,-0.6807990023469284,-1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
3141,0,1,0,0,-1.2367242199587352,1,1,1.0083221691818711,-0.928564908658229,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
6026,1,0,0,0,-0.7888002190384014,1,1,-1.505976692069473,-0.9056714537134889,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3255,1,1,1,1,1.369379058123207,1,1,1.5234792392333694,2.175672783424513,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
2523,1,0,1,1,0.5956921474426305,1,1,-1.479387940066815,-0.6225167255348608,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3482,0,0,0,0,-0.5444780367182193,1,1,-0.6567984249845842,-0.6258502951555511,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
4101,0,0,0,0,-1.0738427650786138,1,1,-0.18650987393757135,-0.8594871646639263,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
124,1,0,1,1,-1.1552834925186746,1,1,-1.4594463760648215,-0.9803787358089572,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4828,1,0,0,0,0.26992923768238775,0,1,-0.7864185909975417,-0.3030018042087044,-1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
2998,0,0,0,0,-1.2367242199587352,1,1,0.3319707901142591,-0.9442172322414698,-1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3109,0,0,0,0,0.9621754209229036,1,1,-1.289943082047877,-0.3705562614226917,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
39,1,0,0,0,-0.8702409464784621,1,1,1.099721004191008,-0.5200812087136513,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
2362,0,0,1,1,0.6771328748826912,0,1,-0.8495668770038544,-0.19654834254666279,-1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
4063,1,0,0,0,-0.9109613101984924,1,1,1.0000131841810405,-0.5871720569075426,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
4144,0,0,0,0,-0.46303730927815856,1,1,1.2991366442109427,-0.03015685757221099,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
2724,0,0,1,1,1.2064976032430856,1,1,-1.4893587220678117,-0.4585315921409073,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
4160,0,0,0,0,-0.2594354906780068,1,1,0.3402797751150897,-0.16555276806024516,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
